date_1,date_2,date_3,date_time
2019-11-10,2022-05-21,2022-05,2022-08-14 16:47:18
2018-12-11,2022-05-25,2022-07,2022-10-12 12:51:36
2019-12-18,2022-07-15,2021-11,2022-07-21 21:14:46
2019-04-27,2022-01-14,2022-05,2021-12-13 12:04:58
2021-02-20,2022-03-30,2022-01,2022-01-12 08:19:18
2019-08-19,2022-02-10,2022-03,2022-06-28 16:45:15
2020-05-04,2022-05-27,2022-04,2022-02-08 03:39:11
2019-06-02,2021-11-23,2022-04,2022-02-20 10:02:03
2021-04-03,2022-07-02,2022-05,2022-09-08 07:29:46
2021-07-02,2022-10-08,2022-03,2022-10-25 17:10:44
2021-08-10,2022-01-30,2022-01,2022-04-29 14:18:10
2019-06-18,2022-09-17,2022-03,2022-04-08 14:18:42
2019-02-11,2021-12-25,2022-10,2022-08-17 16:53:14
2019-10-20,2022-08-22,2022-04,2022-08-07 23:23:54
2019-02-07,2022-01-22,2022-05,2022-08-15 04:24:31
2021-10-13,2022-02-18,2022-10,2021-11-22 17:33:18
2019-07-24,2022-04-15,2022-02,2022-04-12 11:29:57
2019-06-23,2022-10-18,2022-05,2021-11-26 22:36:27
2019-04-09,2022-09-07,2021-11,2022-05-24 04:19:43
2018-10-31,2021-11-25,2022-07,2021-12-08 18:22:43
2020-07-15,2021-10-28,2022-06,2022-10-03 10:39:33
2020-05-16,2022-06-03,2022-10,2021-12-17 17:16:54
2020-04-08,2022-09-05,2021-11,2022-10-18 05:59:23
2019-10-03,2022-01-11,2022-06,2022-10-03 09:48:02
2021-03-29,2022-04-23,2022-07,2022-10-25 02:18:15
2018-11-02,2021-11-26,2022-10,2022-04-16 06:42:58
2019-10-15,2022-09-22,2022-10,2022-02-06 19:27:21
2020-01-16,2022-03-25,2022-04,2022-01-12 13:06:14
2020-11-28,2021-12-25,2021-12,2022-06-10 04:28:23
2019-08-27,2022-05-20,2022-07,2022-04-20 17:04:04
2019-06-09,2022-08-05,2022-02,2022-03-03 19:18:30
2019-04-30,2022-05-29,2022-09,2022-04-06 16:44:42
2020-03-02,2022-02-03,2022-02,2022-03-29 03:12:33
2019-01-01,2022-05-30,2022-01,2021-11-19 12:25:48
2018-10-29,2022-03-08,2022-10,2021-11-29 08:54:23
2021-10-20,2021-11-06,2021-12,2021-11-13 08:51:01
2019-08-21,2022-07-25,2021-11,2022-04-03 22:02:37
2021-03-21,2022-10-14,2022-04,2022-08-25 01:38:05
2021-06-27,2022-07-30,2022-07,2022-08-21 11:16:03
2020-01-24,2022-01-20,2022-05,2022-09-04 23:14:35
2021-04-02,2022-04-20,2022-02,2022-02-03 03:23:15
2021-09-08,2022-03-12,2022-04,2022-02-07 03:23:03
2020-06-23,2022-08-10,2021-12,2022-06-06 00:38:23
2020-08-07,2022-04-05,2022-04,2022-06-06 14:37:47
2020-08-28,2022-08-04,2022-03,2021-12-20 21:09:36
2019-10-31,2021-12-29,2022-04,2022-04-08 03:50:17
2020-04-12,2021-10-31,2022-01,2022-03-05 17:55:51
2019-01-26,2022-07-27,2022-07,2022-06-08 05:29:53
2021-01-05,2022-07-28,2021-12,2022-04-30 08:06:41
2021-10-24,2022-07-19,2022-02,2022-02-15 05:50:09
2020-10-02,2021-12-07,2022-07,2022-10-20 19:41:16
2020-01-04,2022-02-02,2022-03,2021-12-07 12:12:18
2020-07-13,2022-01-10,2022-06,2022-10-18 10:32:08
2019-11-08,2022-08-29,2021-11,2022-03-18 04:18:36
2018-12-23,2022-10-17,2022-04,2022-07-22 22:21:24
2020-10-24,2022-03-25,2022-07,2022-06-12 16:41:34
2019-04-28,2022-03-25,2022-10,2022-02-18 05:02:40
2020-10-07,2022-08-24,2022-04,2022-06-03 04:10:21
2019-10-16,2022-08-24,2022-06,2022-01-24 16:10:16
2021-06-15,2022-01-12,2022-03,2022-09-17 02:24:23
2019-09-19,2021-12-05,2022-02,2022-04-15 17:25:01
2019-04-19,2022-03-02,2021-11,2022-01-30 14:57:46
2019-10-30,2022-09-28,2022-10,2022-09-21 05:09:17
2018-11-02,2022-02-20,2022-08,2022-03-24 21:24:26
2018-11-17,2022-10-12,2022-05,2022-02-19 16:16:52
2019-06-10,2022-03-20,2022-04,2022-05-10 14:11:45
2019-10-07,2022-10-19,2022-09,2022-01-29 17:30:56
2020-11-15,2022-04-28,2022-09,2022-06-24 06:34:52
2019-08-11,2022-04-10,2021-10,2022-08-18 16:29:25
2020-09-04,2022-01-09,2022-08,2021-10-29 02:18:53
2019-08-03,2022-06-03,2022-07,2022-02-09 15:12:41
2018-12-12,2022-02-08,2022-03,2022-09-28 22:15:22
2019-12-31,2022-02-28,2022-08,2022-04-20 19:29:12
2019-10-13,2022-05-09,2022-01,2022-06-30 22:25:03
2021-07-17,2022-01-10,2022-08,2022-07-03 23:08:59
2021-08-23,2022-01-25,2022-03,2022-06-10 11:45:36
2019-07-30,2022-08-05,2022-05,2022-02-27 10:33:30
2020-12-20,2022-02-13,2022-09,2022-05-08 10:17:43
2019-12-03,2021-11-18,2022-07,2022-01-28 00:22:31
2018-11-25,2022-03-12,2022-09,2021-12-15 00:26:22
2021-01-02,2022-01-26,2022-06,2022-09-08 12:08:54
2019-07-08,2021-11-10,2022-05,2022-01-29 03:37:49
2019-06-23,2021-12-26,2022-01,2022-06-09 08:17:40
2019-01-09,2022-01-14,2022-05,2022-05-24 08:17:37
2020-01-31,2022-01-08,2022-03,2022-02-22 14:39:43
2021-05-15,2022-06-08,2022-09,2022-05-02 04:08:27
2019-07-20,2022-01-05,2022-08,2022-04-30 01:49:14
2020-06-04,2022-02-21,2022-04,2021-12-06 11:40:35
2019-11-10,2022-07-22,2022-08,2022-05-30 16:00:45
2021-04-30,2022-04-20,2022-05,2022-08-23 11:26:52
2019-03-27,2022-04-07,2022-09,2022-05-10 22:46:56
2018-12-22,2022-05-28,2022-08,2022-05-14 05:04:41
2021-10-11,2022-09-27,2021-12,2022-09-18 03:18:46
2019-09-10,2022-01-06,2022-05,2022-07-19 10:55:38
2021-09-24,2022-07-05,2022-10,2022-03-15 11:44:45
2019-02-24,2022-02-16,2022-03,2021-12-26 18:22:54
2021-10-03,2022-08-06,2022-07,2022-01-04 15:56:39
2018-11-24,2022-10-12,2022-10,2022-08-18 03:16:16
2020-06-09,2022-02-09,2022-02,2022-03-19 10:38:51
2021-10-05,2021-11-21,2022-08,2022-05-31 07:44:29
2020-09-03,2022-04-26,2022-06,2021-12-20 01:13:39
2021-03-14,2021-12-18,2022-04,2022-05-25 06:15:58
2020-08-28,2022-03-10,2021-11,2022-10-11 13:01:47
2019-10-11,2022-05-25,2022-04,2022-08-18 14:41:35
2020-12-29,2021-11-28,2022-04,2022-05-28 22:24:57
2020-12-12,2022-08-15,2022-10,2022-02-14 13:20:33
2021-08-01,2021-11-10,2022-01,2022-07-08 02:31:38
2020-04-19,2022-06-03,2022-09,2022-05-05 02:36:04
2021-05-12,2021-12-03,2022-06,2022-04-10 08:21:32
2019-04-30,2022-05-12,2022-09,2021-12-11 16:36:04
2019-06-09,2022-01-08,2022-06,2022-07-02 12:00:26
2020-04-18,2022-01-07,2022-05,2021-11-02 05:49:47
2019-12-14,2022-05-25,2022-01,2022-02-14 19:39:30
2020-12-05,2022-10-17,2022-07,2022-03-26 07:41:22
2018-12-19,2022-09-15,2022-01,2021-11-05 12:44:46
2019-02-19,2022-03-28,2022-08,2021-11-21 11:15:51
2020-03-20,2022-10-13,2022-06,2021-12-23 00:47:26
2021-07-30,2021-12-22,2022-02,2022-02-16 04:45:07
2019-10-08,2022-02-02,2022-09,2022-05-09 11:36:05
2019-03-04,2021-12-29,2022-08,2022-03-20 16:25:39
2021-03-24,2022-06-27,2021-12,2022-05-08 18:13:14
2019-09-30,2022-04-30,2022-03,2022-08-22 20:44:36
2021-02-27,2021-11-02,2022-07,2022-10-21 03:53:52
2020-11-19,2022-04-18,2022-10,2022-02-14 21:30:34
2020-10-24,2021-11-13,2022-04,2022-01-21 11:07:37
2019-02-20,2022-06-11,2021-11,2021-12-12 17:19:22
2021-07-09,2021-12-03,2022-05,2022-08-03 18:29:48
