title,genre,gross,release_year
Donkey Punch,Thriller/Suspense,19367,1947
Dinosaur,Adventure,137748063,1919
DOA: Dead or Alive,Action,480314,1982
Doogal,Adventure,7578946,1954
Dogma,Comedy,30651422,1932
Domestic Disturbance,Thriller/Suspense,45207112,1926
Domino,Action,10169202,1960
Donnie Brasco,Drama,41954997,1986
Doom,Horror,28212337,1986
Doubt,Drama,33422556,1960
Doug's 1st Movie,Adventure,19421271,1990
Downfall,Drama,5501940,1981
The Deep End,Thriller/Suspense,8823109,1972
Deep Impact,Adventure,140464664,1943
The Departed,Drama,133311000,1970
Dracula 2000,Horror,33000377,1978
Death Race,Action,36316032,1965
Drag Me To Hell,Horror,42100625,1996
"Crouching Tiger, Hidden Dragon",Drama,128067808,1985
Derailed,Action,36020063,1985
Doctor Dolittle 2,Comedy,112950721,1987
Doctor Dolittle,Comedy,144156605,1942
Dickie Roberts: Former Child Star,Comedy,22734486,1973
Drillbit Taylor,Comedy,32862104,1947
Driven,Action,32616869,1919
Darkness,Horror,22163442,1949
I Dreamed of Africa,Drama,6543194,1948
Dreamcatcher,Drama,33685268,1922
Dreamgirls,Musical,103365956,1957
Detroit Rock City,Comedy,4217115,1910
Drop Dead Gorgeous,Comedy,10571408,1920
Drumline,Comedy,56398162,1941
The Legend of Drunken Master,Action,11546543,1952
Dinner Rush,Drama,638227,1953
The Descent,Thriller/Suspense,26024456,1927
DysFunkTional Family,Concert/Performance,2255000,1946
The Master of Disguise,Comedy,40363530,1933
Disturbia,Thriller/Suspense,80209692,1937
Double Take,Action,29823162,1995
Death at a Funeral,Comedy,8580428,1900
Deterrence,Thriller/Suspense,144583,1926
Dirty Pretty Things,Drama,8112414,1975
Dudley Do-Right,Comedy,9818792,1985
Duets,Drama,4734235,1956
The Dukes of Hazzard,Comedy,80270227,1993
Duma,Adventure,870067,1939
Dumb and Dumberer: When Harry Met Lloyd,Comedy,26214846,1936
Dungeons and Dragons,Adventure,15185241,1970
Duplex,Comedy,9652000,1950
"You, Me and Dupree",Comedy,75802010,1973
Devil's Advocate,Drama,61007424,1949
The Da Vinci Code,Thriller/Suspense,217536138,1949
D-War,Action,10977721,1966
Deuces Wild,Drama,6044618,1979
Down to Earth,Comedy,64172251,1959
Down to You,Romantic Comedy,20035310,1920
I'm Not There,Drama,4017609,1940
Easy A,Comedy,21056221,1975
Edge of Darkness,Drama,43313890,1918
EDtv,Comedy,22508689,1989
An Education,Drama,12574914,1926
East is East,Comedy,4170647,1971
8 Heads in a Duffel Bag,Black Comedy,3602884,1978
Eagle Eye,Thriller/Suspense,101440743,1976
8MM,Thriller/Suspense,36443442,1997
Iris,Drama,5580479,1940
Election,Black Comedy,14943582,1943
Elektra,Action,24409722,1973
Elf,Comedy,173398518,1959
Elizabeth,Drama,30082699,1921
Ella Enchanted,Comedy,22913677,1930
Once Upon a Time in Mexico,Action,56330657,1977
The Adventures of Elmo in Grouchland,Comedy,11634458,1996
The Emperor's Club,Drama,14060950,1997
Empire,Drama,17504595,1943
La marche de l'empereur,Documentary,77437223,1966
Employee of the Month,Comedy,28444855,1919
The Emperor's New Groove,Adventure,89296573,1914
Enchanted,Romantic Comedy,127706877,1916
The End of the Affair,Drama,10660147,1914
End of Days,Action,66889043,1965
End of the Spear,Drama,11748661,1987
Enemy at the Gates,Drama,51396781,1931
Enemy of the State,Action,111549836,1970
Entrapment,Thriller/Suspense,87707396,1958
Enough,Thriller/Suspense,39177215,1900
Envy,Comedy,13548322,1953
Epic Movie,Comedy,39739367,1900
Eragon,Adventure,75030163,1981
Erin Brockovich,Drama,125548685,1986
Elizabethtown,Drama,26850426,1926
Eat Pray Love,Drama,78146373,1966
Eternal Sunshine of the Spotless Mind,Comedy,34366518,1974
Eulogy,Comedy,70527,1971
Eureka,Drama,49388,1980
Eurotrip,Comedy,17718223,1950
Eve's Bayou,Drama,14843425,1956
Event Horizon,Horror,26673242,1977
Ever After: A Cinderella Story,Drama,65705772,1951
Evita,Musical,50047179,1925
Evolution,Comedy,38311134,1932
Fong juk,Action,51957,1961
Exit Wounds,Action,51758599,1980
The Exorcism of Emily Rose,Thriller/Suspense,75072454,1975
Exorcist: The Beginning,Horror,41814863,1973
The Express,Drama,9793406,1971
eXistenZ,Thriller/Suspense,2840417,1931
Extract,Comedy,10823158,1998
Extreme Ops,Action,4835968,1976
Eyes Wide Shut,Drama,55691208,1900
The Faculty,Horror,40283321,1910
Failure to Launch,Romantic Comedy,88715192,1952
Keeping the Faith,Romantic Comedy,37036404,1960
Fame,Musical,22455510,1950
The Family Stone,Comedy,60062868,1949
Lisa Picard is Famous,Comedy,113433,1943
Fantasia 2000 (Theatrical Release),Musical,9103630,1969
Far From Heaven,Drama,15901849,1967
Fascination,Thriller/Suspense,16670,1912
Father's Day,Comedy,28681080,1929
Facing the Giants,Drama,10178331,1949
Face/Off,Action,112276146,1936
Final Destination 2,Horror,46896664,1946
Final Destination 3,Horror,54098051,1922
The Final Destination,Horror,66477700,1932
FearDotCom,Horror,13208023,1915
Fear and Loathing in Las Vegas,Comedy,10680275,1950
Feast,Horror,56131,1993
The Fifth Element,Action,63570862,1948
Femme Fatale,Thriller/Suspense,6592103,1945
Bring it On,Comedy,68353550,1931
Fantastic Four,Action,154696080,1985
54,Drama,16757163,1930
2 Fast 2 Furious,Action,127120058,1982
The Fast and the Furious,Action,144512310,1990
Fool's Gold,Adventure,70231041,1913
Fahrenheit 9/11,Documentary,119114517,1978
Capitalism: A Love Story,Documentary,14363397,1971
From Hell,Thriller/Suspense,31598308,1950
Fido,Horror,298110,1987
Fight Club,Drama,37030102,1971
Final Fantasy: The Spirits Within,Adventure,32131830,1916
Finding Forrester,Drama,51768623,1976
Freddy Got Fingered,Comedy,14249005,1948
Firestorm,Action,8123860,1973
Felicia's Journey,Drama,824295,1984
From Justin to Kelly,Musical,4922166,1979
Final Destination,Horror,53302314,1947
Flags of Our Fathers,Drama,33602376,1950
Flawless,Drama,4485485,1946
Flammen og Citronen,Thriller/Suspense,148089,1925
Flicka,Drama,21000147,1920
Flight of the Phoenix,Adventure,21009180,1943
United 93,Drama,31567134,1920
Flubber,Comedy,92993801,1942
Flushed Away,Comedy,64665672,1919
Flyboys,Drama,13090630,1961
Fly Me To the Moon,Adventure,14543943,1946
Find Me Guilty,Drama,1173673,1994
The Family Man,Comedy,75764085,1912
Friends with Money,Comedy,13368437,1980
Finding Nemo,Adventure,339714978,1917
Finishing the Game,Comedy,52850,1911
Foodfight!,Comedy,0,1914
Formula 51,Action,5204007,1920
The Fountain,Drama,10144010,1947
Fantastic Four: Rise of the Silver Surfer,Action,131921738,1910
Farce of the Penguins,Comedy,0,1954
Flightplan,Thriller/Suspense,89706988,1939
Frailty,Thriller/Suspense,13110448,1924
The Forbidden Kingdom,Action,52075270,1996
Freedom Writers,Drama,36605602,1936
Next Friday,Comedy,57176582,1965
Freaky Friday,Comedy,110222438,1930
Frequency,Drama,44983704,1945
Serenity,Action,25514517,1923
The Forgotton,Thriller/Suspense,66711892,1989
Jason X,Horror,13121555,1951
Friday the 13th,Horror,65002019,1914
Friday After Next,Comedy,33253609,1910
Frida,Drama,25885000,1954
Friday Night Lights,Drama,61255921,1923
Frozen River,Drama,2503902,1940
The Princess and the Frog,Adventure,104374107,1991
Full Frontal,Comedy,2512846,1965
Fireproof,Drama,33451479,1954
The Forsaken,Horror,6755271,1966
Frost/Nixon,Drama,18622031,1945
Factory Girl,Drama,1661464,1976
Fateless,Drama,196857,1986
The Full Monty,Comedy,45950122,1933
Fun With Dick And Jane,Comedy,110550000,1979
Funny People,Comedy,51855045,1991
Fur,Drama,223202,1972
Furry Vengeance,Comedy,17630465,1974
Fever Pitch,Comedy,42071069,1910
For Your Consideration,Comedy,5549923,1994
The Game,Thriller/Suspense,48265581,1955
Gangs of New York,Drama,77730500,1965
Garfield,Comedy,75367693,1920
Georgia Rule,Drama,18882880,1992
Gattaca,Drama,12532777,1990
"Gone, Baby, Gone",Drama,20300218,1919
"Goodbye, Lenin!",Comedy,4063859,1910
Good Boy!,Comedy,37667746,1992
Gods and Generals,Drama,12882934,1956
The Good German,Drama,1308696,1935
Gods and Monsters,Drama,6451628,1951
The Good Night,Romantic Comedy,22441,1933
The Good Thief,Drama,3517797,1930
Gerry,Drama,254683,1996
G-Force,Adventure,119436770,1946
Gridiron Gang,Drama,38432823,1976
The Good Girl,Comedy,14018296,1916
Ghost Ship,Horror,30113491,1975
Ghosts of Mississippi,Drama,13052741,1900
The Glass House,Thriller/Suspense,17951431,1954
Ghost Rider,Action,115802596,1979
Ghost Town,Romantic Comedy,13252641,1937
The Gift,Thriller/Suspense,12008642,1932
Gigli,Romantic Comedy,6087542,1986
G.I.Jane,Drama,48169156,1978
G.I. Joe: The Rise of Cobra,Action,150201498,1996
"Girl, Interrupted",Drama,28871190,1940
Gladiator,Action,187683805,1963
Glitter,Musical,4273372,1969
Gloria,Drama,4167493,1961
Good Luck Chuck,Romantic Comedy,35017297,1959
John Carpenter's Ghosts of Mars,Action,8434601,1985
The Green Mile,Drama,136801374,1948
The Game of Their Lives,Drama,375474,1946
"Gandhi, My Father",Drama,240425,1969
Good Night and Good Luck,Drama,31501218,1952
The General's Daughter,Drama,102705852,1910
Gun Shy,Comedy,1638202,1940
Go!,Black Comedy,16875273,1924
Goal!,Drama,4283255,1987
Godzilla 2000,Action,10037390,1917
Godsend,Thriller/Suspense,14334645,1955
Godzilla,Action,136314294,1942
Good,Drama,27276,1916
Good Will Hunting,Drama,138433435,1960
Gosford Park,Comedy,41300105,1960
Gossip,Drama,5108820,1915
The Game Plan,Comedy,90648202,1970
Girl with a Pearl Earring,Drama,11634362,1991
Galaxy Quest,Comedy,71423726,1990
Saving Grace,Comedy,12178602,1951
Gracie,Drama,2956339,1965
The Great Raid,Action,10166502,1993
The Grand,Comedy,115879,1989
The Constant Gardener,Drama,33579798,1938
Garden State,Drama,26782316,1967
Grease,Musical,305260,1960
Green Zone,Drama,35053660,1972
George Of The Jungle,Comedy,105263257,1916
The Brothers Grimm,Adventure,37899638,1980
The Girl Next Door,Romantic Comedy,14589444,1913
How the Grinch Stole Christmas,Comedy,260044825,1980
Grindhouse,Horror,25031037,1987
Get Rich or Die Tryin',Drama,30981850,1927
Wallace & Gromit: The Curse of the Were-Rabbit,Adventure,56068547,1934
Groove,Comedy,1115313,1937
Grosse Point Blank,Black Comedy,28084357,1925
The Grudge 2,Horror,39143839,1958
The Grudge,Horror,110359362,1954
Grown Ups,Comedy,161094625,1933
Ghost Dog: Way of the Samurai,Drama,3330230,1997
Guess Who,Comedy,68915888,1933
Get Carter,Drama,14967182,1953
Get Over It,Romantic Comedy,11560259,1910
Veronica Guerin,Drama,1569918,1919
The Guru,Comedy,3051221,1959
A Guy Thing,Romantic Comedy,15543862,1992
Ghost World,Comedy,6217849,1950
Halloween 2,Horror,33392973,1944
Hairspray,Musical,118823091,1910
Half Baked,Comedy,17394881,1982
Hamlet,Drama,4501094,1936
Hamlet,Drama,1577287,1914
Hancock,Action,227946274,1989
Happily N'Ever After,Comedy,15849032,1944
The Happening,Thriller/Suspense,64506874,1988
"Happy, Texas",Comedy,2039192,1949
Hard Candy,Horror,1024640,1913
Harsh Times,Drama,3337931,1947
Harvard Man,Drama,56653,1926
Harry Brown,Thriller/Suspense,1818681,1993
The House Bunny,Comedy,48237389,1925
The Devil's Rejects,Horror,17044981,1983
"House of 1,000 Corpses",Horror,12634962,1991
The House of the Dead,Horror,10199354,1911
Hidalgo,Western,67286731,1956
Hide and Seek,Thriller/Suspense,51100486,1959
Hoodwinked,Comedy,51386611,1976
How Do You Know?,Romantic Comedy,0,1910
Head of State,Comedy,37788228,1977
Hedwig and the Angry Inch,Musical,3067312,1952
Pooh's Heffalump Movie,Adventure,18098433,1977
He Got Game,Drama,21567853,1984
Heist,Action,23483357,1945
Hellboy 2: The Golden Army,Action,75986503,1974
Hellboy,Action,59623958,1995
Raising Helen,Comedy,37485528,1981
A Home at the End of the World,Drama,1029017,1920
Jet Li's Hero,Action,53652140,1963
Here on Earth,Drama,10494147,1969
House of Flying Daggers,Action,11050094,1929
Head Over Heels,Romantic Comedy,10397365,1996
The Haunting,Horror,91188905,1951
High Crimes,Thriller/Suspense,41543207,1977
High Fidelity,Comedy,27277055,1941
Highlander: Endgame,Action,12801190,1900
High School Musical 3: Senior Year,Musical,90556401,1939
The History Boys,Comedy,2730296,1989
A History of Violence,Drama,31493782,1980
Hitch,Romantic Comedy,177784257,1924
Hitman,Action,39687694,1990
Harold & Kumar Escape from Guantanamo Bay,Comedy,38108728,1910
Harold & Kumar Go to White Castle,Comedy,18225165,1918
Held Up,Comedy,4714090,1931
The Hills Have Eyes II,Horror,20804166,1910
The Hills Have Eyes,Horror,41778863,1981
How to Lose Friends & Alienate People,Comedy,2775593,1956
Half Past Dead,Action,15567860,1965
Halloween: H2O,Horror,55041738,1975
Halloween: Resurrection,Horror,30259652,1943
Holy Man,Comedy,12069719,1942
Milk,Drama,31841299,1913
Hamlet 2,Comedy,4886216,1942
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,Concert/Performance,65281781,1983
Home on the Range,Comedy,50026353,1979
Hannibal Rising,Thriller/Suspense,27669725,1996
The Hangover,Comedy,277322503,1946
Hanging Up,Comedy,36037909,1940
The Hoax,Drama,7164995,1988
Holes,Drama,67383924,1965
The Holiday,Romantic Comedy,63280000,1960
Hollow Man,Horror,73209340,1987
Holy Girl,Drama,304124,1923
Home Fries,Black Comedy,10513979,1928
Honey,Drama,30272254,1953
The Honeymooners,Comedy,12834849,1990
Hoot,Comedy,8117637,1917
Hope Floats,Drama,60110313,1944
Horton Hears a Who,Adventure,154529439,1985
Hostel: Part II,Horror,17544812,1950
Hostage,Action,34636443,1973
Hostel,Horror,47326473,1960
Hot Rod,Comedy,13938332,1945
The Hours,Drama,41675994,1973
Life as a House,Drama,15652637,1976
Bringing Down the House,Comedy,132675402,1953
House of Wax,Horror,32064800,1922
How to Deal,Drama,14108518,1960
How High,Comedy,31155435,1988
Def Jam's How To Be a Player,Comedy,14010363,1997
Harry Potter and the Chamber of Secrets,Adventure,261987880,1918
Harry Potter and the Prisoner of Azkaban,Adventure,249538952,1973
Harry Potter and the Goblet of Fire,Adventure,290013036,1958
Harry Potter and the Order of the Phoenix,Adventure,292004738,1932
Harry Potter and the Half-Blood Prince,Adventure,301959197,1948
Harry Potter and the Sorcerer's Stone,Adventure,317557891,1910
Happy Feet,Adventure,198000317,1930
Hercules,Adventure,99112101,1922
Hardball,Drama,40222729,1992
Hard Rain,Action,19870567,1911
The Horse Whisperer,Drama,75383563,1961
Casa de Areia,Drama,539285,1989
Sorority Row,Horror,11965282,1979
Hart's War,Drama,19076815,1960
The Hitchhiker's Guide to the Galaxy,Comedy,51019112,1952
High Tension,Horror,3681066,1946
Hot Fuzz,Comedy,23618786,1990
How to Train Your Dragon,Comedy,217581231,1994
I Heart Huckabees,Comedy,12784713,1990
Hulk,Action,132177234,1923
The Incredible Hulk,Adventure,134806913,1993
The Hunchback of Notre Dame,Adventure,100138851,1940
The Hunted,Action,34234008,1990
Hurricane Streets,Drama,334041,1930
The Hurt Locker,Drama,14700000,1983
Hustle & Flow,Drama,22202809,1957
Starsky & Hutch,Comedy,88200225,1919
Hollywood Ending,Romantic Comedy,4839383,1934
Hollywood Homicide,Action,30207785,1916
Whatever it Takes,Romantic Comedy,8735529,1979
Ice Age: The Meltdown,Adventure,195330621,1966
Ice Age: Dawn of the Dinosaurs,Adventure,196573705,1913
Ice Age,Adventure,176387405,1975
Ice Princess,Comedy,24381334,1989
The Ice Storm,Drama,8038061,1981
Identity,Thriller/Suspense,52131264,1952
An Ideal Husband,Comedy,18542974,1938
Idlewild,Musical,12669914,1944
Igby Goes Down,Comedy,4777465,1933
Igor,Comedy,19528188,1939
I Got the Hook-Up!,Comedy,10317779,1971
Idle Hands,Horror,4023741,1921
Imaginary Heroes,Drama,228524,1957
I Still Know What You Did Last Summer,Horror,40020622,1951
I Know What You Did Last Summer,Horror,72250091,1945
"I Love You, Beth Cooper",Comedy,14800725,1933
The Illusionist,Drama,39868642,1922
But I'm a Cheerleader,Comedy,2205627,1929
The Imaginarium of Doctor Parnassus,Adventure,7689458,1979
Imagine Me & You,Romantic Comedy,672243,1915
Imagine That,Comedy,16123323,1916
Impostor,Thriller/Suspense,6114237,1955
Inception,Thriller/Suspense,285630280,1990
In the Cut,Thriller/Suspense,4717455,1970
In Too Deep,Drama,14026509,1922
IndigËnes,Drama,320700,1919
Indiana Jones and the Kingdom of the Crystal Skull,Adventure,317023851,1950
In Dreams,Horror,12017369,1940
Infamous,Drama,1151330,1939
The Informant,Thriller/Suspense,33316821,1932
The Informers,Thriller/Suspense,315000,1968
Inkheart,Adventure,17303424,1988
In & Out,Comedy,63826569,1930
I Now Pronounce You Chuck and Larry,Comedy,119725280,1959
Inside Man,Thriller/Suspense,88634237,1960
The Insider,Drama,28965197,1914
Insomnia,Thriller/Suspense,67263182,1962
Inspector Gadget,Comedy,97387965,1974
Instinct,Drama,34105207,1941
The Invention of Lying,Comedy,18451251,1972
The Invasion,Thriller/Suspense,15074191,1941
Ira and Abby,Comedy,221096,1950
"I, Robot",Action,144801023,1925
Iron Man 2,Adventure,312128345,1911
Iron Man,Action,318604126,1933
The Iron Giant,Adventure,23159305,1991
Obsluhoval jsem anglickÈho kr·le,Black Comedy,617228,1948
The Island,Action,35818913,1936
Isn't She Great,Comedy,2954405,1993
I Spy,Action,33561137,1969
The Italian Job,Adventure,106126012,1916
I Think I Love My Wife,Romantic Comedy,12559771,1953
Jack Frost,Comedy,34645374,1941
Jackie Brown,Drama,39673162,1965
The Jackal,Thriller/Suspense,54956941,1984
The Jacket,Thriller/Suspense,6301131,1947
Jakob the Liar,Drama,4956401,1918
Jarhead,Drama,62647540,1977
Jawbreaker,Black Comedy,3076820,1946
The World is Not Enough,Action,126930660,1910
Die Another Day,Action,160942139,1924
Casino Royale,Action,167365000,1920
Quantum of Solace,Action,169368427,1930
Jennifer's Body,Thriller/Suspense,16204793,1993
Jackass: Number Two,Comedy,72778712,1936
Jackass: The Movie,Comedy,64282312,1938
Journey to the Center of the Earth,Adventure,101704370,1927
Joe Dirt,Comedy,27087695,1983
The Curse of the Jade Scorpion,Comedy,7496522,1900
Jeepers Creepers,Horror,37904175,1984
Johnny English,Comedy,28013509,1995
Jeepers Creepers II,Horror,35623801,1938
The Assassination of Jesse James by the Coward Robert Ford,Western,3909149,1928
Johnson Family Vacation,Comedy,31203964,1929
Jersey Girl,Comedy,25266129,1959
Jindabyne,Drama,399879,1967
Jackpot,Drama,44452,1930
Just Like Heaven,Romantic Comedy,48318130,1991
Just My Luck,Romantic Comedy,17326650,1922
The Messenger: The Story of Joan of Arc,Drama,14271297,1923
The Jungle Book 2,Adventure,47901582,1980
Joe Somebody,Comedy,22770864,1959
Jonah Hex,Action,10547117,1942
John Q,Drama,71026631,1926
Jonah: A VeggieTales Movie,Adventure,25571351,1946
Josie and the Pussycats,Comedy,14252830,1948
Joy Ride,Thriller/Suspense,21973182,1994
Jerry Maguire,Romantic Comedy,153952592,1939
Jay and Silent Bob Strike Back,Comedy,30059386,1947
Jesus' Son,Drama,1282084,1950
Being Julia,Drama,7739049,1934
Julie & Julia,Comedy,94125426,1911
Jumper,Adventure,80172128,1927
Junebug,Drama,2678010,1916
Juno,Comedy,143495265,1900
Jurassic Park 3,Action,181166115,1956
Just Married,Romantic Comedy,56127162,1952
Juwanna Man,Comedy,13571817,1919
Freddy vs. Jason,Horror,82622655,1951
K-19: The Widowmaker,Action,35168966,1921
Kate and Leopold,Romantic Comedy,47095453,1964
Kama Sutra,Drama,4109095,1956
Kangaroo Jack,Comedy,66723216,1921
Kick-Ass,Action,48071303,1933
The Original Kings of Comedy,Concert/Performance,38168022,1929
Kiss of the Dragon,Action,36833473,1991
Kung Fu Hustle,Action,17104669,1960
The Karate Kid,Adventure,176591618,1940
The Kentucky Fried Movie,Comedy,15000000,1920
Kicking and Screaming,Comedy,52842724,1938
Kill Bill: Volume 2,Action,66207920,1948
Kill Bill: Volume 1,Action,70098138,1967
Kingdom Come,Comedy,23247539,1983
Kingdom of Heaven,Adventure,47398413,1951
Kinsey,Drama,10214647,1927
Kissing Jessica Stein,Romantic Comedy,7025722,1913
Kiss the Girls,Thriller/Suspense,60527873,1996
King Kong,Adventure,218080025,1969
Knocked Up,Romantic Comedy,148761765,1991
Knight and Day,Action,76373029,1940
The Kingdom,Action,47467250,1955
Black Knight,Comedy,33422806,1972
Knockaround Guys,Drama,11660180,1910
Knowing,Thriller/Suspense,79957634,1989
Knock Off,Action,10319915,1957
K-PAX,Drama,50315140,1913
Christmas with the Kranks,Comedy,73701902,1940
King's Ransom,Comedy,4008527,1964
"Kiss Kiss, Bang Bang",Comedy,4235837,1971
A Knight's Tale,Adventure,56083966,1923
The Kite Runner,Drama,15800078,1935
Kundun,Drama,5686694,1998
Kung Pow: Enter the Fist,Comedy,16033556,1959
L.A. Confidential,Drama,64604977,1914
Law Abiding Citizen,Thriller/Suspense,73357727,1984
Ladder 49,Action,74541707,1927
The Ladykillers,Comedy,39692139,1970
Lady in the Water,Drama,42285169,1953
The Lake House,Drama,52330111,1944
Lakeview Terrace,Thriller/Suspense,39263506,1995
The Ladies Man,Comedy,13592872,1980
Land of the Lost,Comedy,49438370,1936
Changing Lanes,Thriller/Suspense,66790248,1900
Lars and the Real Girl,Comedy,5956480,1997
L'auberge espagnole,Comedy,3895664,1912
Laws of Attraction,Romantic Comedy,17848322,1928
Little Black Book,Romantic Comedy,20422207,1975
Layer Cake,Thriller/Suspense,2339957,1910
Larry the Cable Guy: Health Inspector,Comedy,15680099,1971
Little Children,Drama,5463019,1916
Save the Last Dance,Drama,91038276,1940
George A. Romero's Land of the Dead,Horror,20700082,1942
Left Behind,Drama,4221341,1997
Legion,Thriller/Suspense,40122938,1953
I am Legend,Horror,256393010,1911
Leatherheads,Romantic Comedy,31373938,1940
Life Before Her Eyes,Drama,303439,1935
Letters from Iwo Jima,Drama,13756082,1993
"Life, or Something Like It",Romantic Comedy,14448589,1941
Last Holiday,Comedy,38399961,1910
The Hurricane,Drama,50699241,1920
Liar Liar,Comedy,181410615,1930
Equilibrium,Action,1190018,1930
Chasing Liberty,Romantic Comedy,12189514,1926
The Libertine,Drama,4835065,1950
L.I.E.,Drama,1138836,1911
The Life Aquatic with Steve Zissou,Comedy,24006726,1933
The Life of David Gale,Thriller/Suspense,19694635,1938
Life,Comedy,64062587,1957
Like Mike,Comedy,51432423,1922
Lilo & Stitch,Adventure,145771527,1965
Limbo,Drama,2016687,1961
Light It Up,Drama,5871603,1913
Living Out Loud,Drama,12905901,1935
The Lizzie McGuire Movie,Comedy,42734455,1915
Letters to Juliet,Drama,53032453,1965
The Last King of Scotland,Drama,17606684,1992
Lolita,Drama,1147784,1972
Love Lisa,Drama,211724,1990
Little Miss Sunshine,Comedy,59891098,1997
In the Land of Women,Comedy,11052958,1997
Lions for Lambs,Drama,14998070,1916
London,Drama,12667,1937
How to Lose a Guy in 10 Days,Romantic Comedy,105807520,1960
Loser,Romantic Comedy,15464026,1967
The Losers,Action,23591432,1997
The Lost City,Drama,2484186,1982
Lost In Space,Adventure,69117629,1935
Lost and Found,Romantic Comedy,6552255,1970
Lottery Ticket,Comedy,23602581,1959
Love and Basketball,Drama,27441122,1966
Love Jones,Drama,12554569,1968
The Love Letter,Romantic Comedy,8322608,1924
Lovely and Amazing,Drama,4210379,1973
The Lord of the Rings: The Two Towers,Adventure,341784377,1949
The Lord of the Rings: The Return of the King,Adventure,377027325,1953
The Lord of the Rings: The Fellowship of the Ring,Adventure,314776170,1944
Lord of War,Action,24149632,1955
"Lock, Stock and Two Smoking Barrels",Black Comedy,3897569,1943
The Last Shot,Comedy,463730,1933
Lonesome Jim,Comedy,154187,1922
The Last Legion,Action,5932060,1961
The Last Samurai,Action,111110575,1918
The Last Sin Eater,Drama,388390,1934
The Last Song,Drama,62950384,1981
Love Stinks,Comedy,2793776,1977
Lost in Translation,Drama,44585453,1931
Last Orders,Drama,2326407,1986
Lost Souls,Thriller/Suspense,16779636,1919
The Last Station,Drama,6616974,1975
The Lost World: Jurassic Park,Action,229086679,1926
License to Wed,Romantic Comedy,43799818,1978
Looney Tunes: Back in Action,Comedy,20950820,1995
Letters to God,Drama,2848587,1962
Lethal Weapon 4,Action,130444603,1990
Little Man,Comedy,58636047,1969
The Lucky Ones,Drama,266967,1921
Lucky You,Drama,5755286,1945
Luminarias,Comedy,428535,1947
Se jie,Drama,4604982,1975
Luther,Drama,5781086,1956
Love Actually,Romantic Comedy,59472278,1966
The Little Vampire,Comedy,13555988,1954
The Lovely Bones,Drama,44028238,1987
Herbie: Fully Loaded,Comedy,66010682,1955
For Love of the Game,Drama,35188640,1964
Leaves of Grass,Black Comedy,20987,1968
Love Happens,Drama,22965110,1920
Just Visiting,Comedy,4777007,1944
Das Leben der Anderen,Drama,11284657,1959
Love Ranch,Drama,134904,1919
La MÙme,Drama,10299782,1992
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,291710957,1921
The Longest Yard,Comedy,158119460,1913
Mad City,Drama,10561038,1918
Made,Comedy,5308707,1938
Madagascar: Escape 2 Africa,Comedy,180010950,1925
Madagascar,Adventure,193595521,1973
Mad Hot Ballroom,Documentary,8117961,1971
Madison,Drama,517262,1969
Jane Austen's Mafia,Comedy,19843795,1929
Paul Blart: Mall Cop,Comedy,146336178,1951
A Man Apart,Action,26500000,1984
Man on Fire,Thriller/Suspense,77906816,1937
Man of the House,Comedy,19699706,1974
Man on the Moon,Drama,34580635,1954
The Man Who Knew Too Little,Comedy,13801755,1967
Marci X,Comedy,1646664,1942
Married Life,Drama,1506998,1936
The Marine,Action,18844784,1986
Son of the Mask,Comedy,17018422,1976
The Matador,Thriller/Suspense,12578537,1970
The Matrix,Action,171479930,1927
Max Keeble's Big Move,Comedy,17292381,1930
Murderball,Documentary,1531154,1915
Vicky Cristina Barcelona,Comedy,23213577,1977
My Big Fat Greek Wedding,Romantic Comedy,241438208,1985
My Best Friend's Girl,Comedy,19219250,1927
Monkeybone,Comedy,5409517,1961
Meet the Browns,Comedy,41975388,1920
My Bloody Valentine,Horror,51545952,1920
Wu ji,Action,669625,1920
McHale's Navy,Comedy,4408420,1934
The Martian Child,Drama,7500310,1956
The Manchurian Candidate,Thriller/Suspense,65948711,1925
Mickey Blue Eyes,Comedy,33864342,1953
Michael Clayton,Drama,49033882,1918
Master and Commander: The Far Side of the World,Adventure,93926386,1940
Nanny McPhee and the Big Bang,Adventure,27776620,1945
Nanny McPhee,Comedy,47279279,1923
Mean Creek,Drama,603951,1979
The Medallion,Comedy,22108977,1990
Meet Dave,Comedy,11803254,1956
Million Dollar Baby,Drama,100492203,1927
Madea Goes To Jail,Comedy,90508336,1995
Made of Honor,Romantic Comedy,46012734,1920
Mean Girls,Comedy,86047227,1968
Meet the Deedles,Comedy,4356126,1958
"Me, Myself & Irene",Romantic Comedy,90570999,1934
Memoirs of a Geisha,Drama,57010853,1986
Men in Black,Adventure,250690539,1950
Men of Honor,Drama,48814909,1961
Memento,Drama,25544867,1918
Mercury Rising,Thriller/Suspense,32983332,1934
Mercy Streets,Drama,173599,1915
Joyeux NoÎl,Drama,1054361,1983
Message in a Bottle,Drama,52880016,1948
Meet Joe Black,Drama,44650003,1983
Maria Full of Grace,Drama,6529624,1940
Megiddo: Omega Code 2,Action,6047691,1966
Magnolia,Drama,22450975,1910
The Men Who Stare at Goats,Black Comedy,32428195,1918
Marilyn Hotchkiss' Ballroom Dancing and Charm School,Musical,349132,1996
Men in Black 2,Action,190418803,1940
The House of Mirth,Drama,3041803,1957
